vanilla_correct_random_wrong_apet_correct,vanilla_correct_random_wrong_apet_wrong,vanilla_wrong_random_wrong_apet_correct,vanilla_correct_random_correct_apet_wrong,apet_retains_correct_when_random_breaks_pct
564,146,111,153,79.43661971830987
